cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
3498,FALL,0,PSY,971,"Contemporary Issues in Psychology: Intensive Cross-level Analyses",915b0ed348ff3b904d5fa0f461ab8f26,"Examines selected issues and phenomena in contemporary psychological research. Special attention to examining topics from a variety of perspectives, to reading primary sources in the field, and to developing thinking, writing, research, and discussion skills. This tutorial, or Psychology 975, is required of concentrators upon entering the concentration, normally in the sophomore year. Letter graded.","Science of Living Systems 20 (or equivalent) or concurrent enrollment. Stat 101 or PSY 1900 as a pre- or corequisite.","This course is taught entirely in sections, so a required first meeting of this course will be held the first day of classes; see Registrar's first meeting list for time and location. Students may take this course before formally declaring Psychology as their concentration.","Hours to be arranged.",,
3498,SPRING,0,PSY,971,"Contemporary Issues in Psychology: Intensive Cross-level Analyses",915b0ed348ff3b904d5fa0f461ab8f26,"Examines selected issues and phenomena in contemporary psychological research. Special attention to examining topics from a variety of perspectives, to reading primary sources in the field, and to developing thinking, writing, research, and discussion skills. This tutorial, or Psychology 975, is required of concentrators upon entering the concentration, normally in the sophomore year. Letter graded.","Science of Living Systems 20 (or equivalent) or concurrent enrollment. Stat 101 or PSY 1900 as a pre- or corequisite.","This course is taught entirely in sections, so a required first meeting of this course will be held the first day of classes; see Registrar's first meeting list for time and location. Students may take this course before formally declaring Psychology as their concentration.","Hours to be arranged.",,
34998,FALL,1,RELIGION,1709,"Introduction to Buddhist Scriptural Anthologies and their Critical Interpretations",e6f1629def34751c2310606430198569,"An introduction to basic issues in reading Buddhist Scriptural Anthologies, both historical and hermeneutic. Special emphasis will be given to issues of intertextuality that the formation of scriptural anthologies generates. Examples of Buddhist scriptural anthologies will be drawn from across the Buddhist world.",,"Offered jointly with the Divinity School as 3800.","Tu., Th., 8:30-10",,
3507,FALL,0,HAA,98br,"Methods Tutorial",08c1d573a5c2f51da2fbaace12f0d7fb,"An introduction to the methods and research skills of art and architectural history.",,"Required of concentrators, generally in the Junior year.","Hours to be arranged",,
3507,SPRING,0,HAA,98br,"Methods Tutorial",08c1d573a5c2f51da2fbaace12f0d7fb,"An introduction to the methods and research skills of art and architectural history.",,"Required of concentrators, generally in the Junior year.","Hours to be arranged",,
3513,FALL,1,SLAVIC,166,"Russian-Ukrainian Literary Relations in the 19th Century: Conference Course",73bf491f95e0ac10058e5224877659ba,"Examines Russian-Ukrainian literary relations from 1798 to 1905, with special focus on canon formation, ethnic, national and imperial identity, and the interrelation of literature, society, and ideology. Topics include Decembrist historicism, Romantic poetics and folklore, Slavophilism and populism, literature as subversion (kotljarevshchyna), the uses of translation, the reception of major writers (Gogol, Shevchenko, and others), and the imperial attempt to suppress ""Ukrainophilism.""","Reading knowledge of Russian or Ukrainian.",,"Hours to be arranged",,
3514,FALL,0,APPHY,348,"Mechanics in Earth and Environmental Science",f96d4ee1144efb88d762f2b538386cf4,,,,,,
3514,SPRING,0,APPHY,348,"Mechanics in Earth and Environmental Science",f96d4ee1144efb88d762f2b538386cf4,,,,,,
35175,FALL,0,CELLBIO,374,"Cell-extracellular matrix interaction in brain development and malformation",a3609ad3b3a2afed6ec3bf5f82331038,,,,,,
35175,SPRING,0,CELLBIO,374,"Cell-extracellular matrix interaction in brain development and malformation",a3609ad3b3a2afed6ec3bf5f82331038,,,,,,
35187,SPRING,1,ETH-REASON,35,Nature,4f1d85f4c37049f7a35b064b63677a57,"Ethical relations among people have always implied (whether directly or covertly) a preferred connection between people and nature. This course offers a critical and historical analysis of selected texts that identify human beings as a distinctively ethical species within the natural world, with particular attention to the emergence of normative theories that rank people with and against other natural beings. Topics include: definitions of wilderness and property; social hierarchies based on ""natural"" differences; agriculture, modern science, industrialization, and consumer economies as historic redefinitions of the human place within nature; animal rights; and environmentalism and its critics.",,"This course, when taken for a letter grade, meets the Core area requirement for Moral Reasoning.","Tu., Th., at 1, and a weekly section to be arranged.",,
35197,FALL,0,HAA,288y,"Tohaku on Painting",83be5e8c683ef1dd2d5b856c5a26753d,"This graduate seminar explores the world of Japanese painting circa 1600 through Tohaku on Painting, the earliest text to record the words of a Japanese painter. Wherever possible surviving works will be discussed in relation to the text's 93 entries. Themes to be explored include the life and work of Hasegawa Tohaku, the culture of tea display, the reception of Chinese painting in Japan, the Ashikaga shogunal collection, East Asian artistic legend, mounting and viewing practice, the legacy of medieval Zen monk-painters, and the competition among professional painting houses in the early modern era.",,,"M., 1-3","Sackler Museum",515
3525,FALL,0,APPHY,360,"Nonlinear Laser Physics and Materials Engineering",aadaacc9b1be7d5b201adea452363733,,,,,,
3525,SPRING,0,APPHY,360,"Nonlinear Laser Physics and Materials Engineering",aadaacc9b1be7d5b201adea452363733,,,,,,
3526,SPRING,1,SANSKRIT,200br,"Advanced Literary Sanskrit",406c66c2ec01af17cb5feb020ed97cf6,,,,"M., W., F., at 10",,
3528,SPRING,0,HLTHPOL,3002,"Graduate Reading Course: Mental Health Policy",799899c42ba2678ebd0dbd49daa00c3f,"Participants discuss research on the politics surrounding mental health policy and examine how to apply existing work and methodological approaches to their own work.",,"Offered in alternate years.",,,
35301,FALL,0,MED-SCI,301qc,"PATHS courses",374e54e326b7b4e260eaaa185fa5502f,"A series of career development PATH courses and discussion seminars. Different topics are covered each term.",,"Limited to the Division of Medical Sciences students. Not for academic credit towards the PhD degree.",,,
35301,SPRING,0,MED-SCI,301qc,"PATHS courses",374e54e326b7b4e260eaaa185fa5502f,"A series of career development PATH courses and discussion seminars. Different topics are covered each term.",,"Limited to the Division of Medical Sciences students. Not for academic credit towards the PhD degree.",,,
3536,SPRING,0,ENGLISH,276x,"African-American Literary Tradition: Graduate Seminar",ce6c33453887abb2e5fc47ce879c2b4b,"An exploration of the emergence and development of the African-American literary ""tradition"" from the 18th to the 20th century. Close reading of the canonical texts in the tradition, and their structural relationships are stressed.",,,"Tu., 1-3","Mount Auburn, 104",205
35431,FALL,0,APPHY,346,"Energy Storage System Analysis",8767495d32284516409fa6a9fadb8058,,,,,,
35431,SPRING,0,APPHY,346,"Energy Storage System Analysis",8767495d32284516409fa6a9fadb8058,,,,,,
3544,FALL,1,E&M-REASON,13,"Analyzing Politics",e280a6be046d6fc95ac243ec311e5877,"A commonsensical survey of rational theories of politics comprised of: (1) individual choice, (2) group choice, (3) collective action, and (4) institutions. The underlying theme is that politics may be described and understood as rational, goal-seeking behavior by citizens, politicians, bureaucrats, and interest groups in various settings. Students are encouraged to think deeply about current events, history, and public life generally, as well as to analyze the politics of private life--in families, clubs, firms, churches, universities, even Harvard Houses--since private politics, like public politics, may be understood in terms of rational behavior. Instruction is by lecture, small-group section interactions, and experiments.",,"This course, when taken for a letter grade, meets the Core area requirement for Social Analysis.","Tu., Th., at 10, and a weekly section to be arranged.",,
3545,FALL,0,STAT,303hf,"The Art and Practice of Teaching Statistics","065d459a25b5cec46636aa60fae1773d,172da94fac0c1be76142922b33a3ff51,c328699631bbf19de8197afa5b09e73b","Required of all first-year doctoral students in Statistics.",,,,"Science Center",706
3545,SPRING,0,STAT,303hf,"The Art and Practice of Teaching Statistics","065d459a25b5cec46636aa60fae1773d,172da94fac0c1be76142922b33a3ff51,c328699631bbf19de8197afa5b09e73b","Required of all first-year doctoral students in Statistics.",,,,,
35497,FALL,0,ECON,1490,"Growth and Crisis in the World Economy",b9948105d6d0927515c621d9db2714bf,"This course assesses the future of the tri-polar world economy - Asia, Europe, and North America. The course analyzes the resurgence of the US economic growth, the emergence of asset pricing bubbles, and the ensuing financial and economic crisis. We will discuss the sources of Asian growth miracles and the convergence and subsequent divergence of Europe and North America. What growth rate is sustainable and who will lead? What are the forces that threaten long-term prosperity?","Economics 1010a1, 1010a2, or 1011a and Economics 1010b or 1011b.","This course satisfies the Economics concentration writing requirement. Students who would like to enroll should submit the application form available on the course website.","Tu., Th., 11:30-1","Sever Hall",202
